sentence,language
Dat valt buiten onze opdracht,nl
Zenderinstelling verplaatst,nl
Los contact in de kabel,nl
De draad werd opnieuw gesoldeerd,nl
draad vast gezet,nl
Blijft lader blazen,nl
de stoom werkt niet,nl
kan probleem en onderhoud,nl
Elektrische storing,nl
onbetrouwbare functie,nl
Lfz.99: Zekering defect,nl
Los contact elektromagneet,nl
Achterzijde defect,nl
Mechaniek defect,nl
Grote keukenmachine,nl
"Onderdeel nodig, maar oud",nl
opgelost met contactspray,nl
Vochtsensor?,nl
CD schokkerig tijdens afspelen,nl
Lint inkorten,nl
werd niet meer goed heet,nl
Kan niet meer gestart worden,nl
snoer rolt niet meer helemaal uit,nl
C028,nl
intern aandrijftandwiel versleten,nl
Snoer sleepcontact vastgezet,nl
Computer,nl
Moet verder worden uitgewerkt,nl
contacten gekuist & getest,nl
Fout niet te vinden,nl
Hij start niet op,nl
lantaarn werkt niet,nl
Motor is kapot,nl
misschien,nl
Geprobeerd er een te krijgen,nl
Rode LED knippert onregelmatig,nl
digi,nl
Moet nagekeken worden,nl
Tapetransport gereinigd,nl
"Elektrische lamp, kabel defect",nl
"Apparaat wordt heet, schakelt uit",nl
radiator verwarmt niet meer,nl
CD-speler gaat niet aan,nl
Stelschroef schoongemaakt,nl
Deblokkeren e-mailaccount,nl
gechecked-OK,nl
snoer defect,nl
Kabelrol vernieuwd,nl
moer vastgedraaid,nl
ga vervanging halen,nl
Kabelverlenging,nl
lampjes knipperen allemaal,nl
Defecte kabel bij stekker,nl
Volgende keer terugsturen,nl
Benodigd item PAT,nl
motor gerepareerd,nl
Nieuwe zekering installeren,nl
Los snoer,nl
niet schakelbaar,nl
"computerhack, afdrukprobleem",nl
gebroken plastic mechanisme,nl
Lazerlint gebroken,nl
We denken dat het scherm stuk is,nl
Blijft niet branden,nl
Klok werkt niet schakelaar kapot,nl
dagen ontkalkt,nl
Nog verder ingekort,nl
zuigkracht,nl
fan deel gebroken,nl
Defect laadcontactdoos,nl
draden met tape beschermd,nl
Accu verliest snel lading,nl
spoelwinder is kapot,nl
totaal verroest van binnen,nl
Weerstand gebroken: overbrugd,nl
USB-connector op oplader zit los,nl
Probleem met hobbelende behuizing,nl
Sleutels defect schoongemaakt,nl
Software probleem,nl
Stoomboot,nl
"Lek, er lekt water uit",nl
Er was een slecht contact,nl
Dimoppervlak gebroken,nl
geen reserve accu,nl
Er moeten nieuwe batterijen in,nl
Patroon defect,nl
Gebroken draad opnieuw gesoldeerd,nl
Schuurmachine - Geen stroom,nl
aansluitsnoer werkt niet,nl
Opengemaakt en opnieuw gemonteerd,nl
Gesmeerd,nl
Paneel werkt niet,nl
Magic touch heeft het opgelost,nl
kapotte spoel niet reparabel,nl
def Brouwgroep ingeplugd,nl
Niet meer pompen,nl
PAT-test mislukt,nl
Slot klikt niet meer vast,nl
ER IS EEN NIEUWE KABEL NODIG,nl
Slechts 2 sleuven werken,nl
Batterij vervangen (2e bezoek),nl
vervangen door schroeven,nl
Ingebouwde veroudering,nl
motor is gestopt,nl
"Brandt, maar werkt niet",nl
Geen voedingskabel,nl
Probleem: start niet op,nl
opslag - hulp gegeven,nl
"slechts 6,4V op 9V-contacten",nl
afgesteld en gesmeerd,nl
Mechanisme gesmeerd,nl
NEE,nl
Gecorrodeerd batterijcontact,nl
Werkt niet in de dimstand,nl
Losse draadverbinding,nl
Dossier 151,nl
Lamp defect,nl
Contact verloren?,nl
Gebroken stopcontact gelijmd,nl
hij werkt niet,nl
Draadbreuk gesoldeerd,nl
Slechte zekering,nl
verstopping verholpen,nl
De batterij was zwak geworden,nl
Platenspeler,nl
sproeit geen water,nl
Ongeïdentificeerd,nl
regelaar,nl
HEB DE JUISTE SPINDELS NODIG,nl
de slang was verstopt,nl
Probleem opgelost,nl
Kabel afgekneld,nl
Harde schijf traag,nl
Oude naaimachine,nl
Eigenaar zal eBay raadplegen,nl
Het koken stopt,nl
stopt na paar seconden,nl
Display blijft donker,nl
Koord wordt niet meer ingetrokken,nl
oplossing niet getest),nl
Omzeild en het item werkt nu weer,nl
Projector,nl
Het apparaat is bijgewerkt,nl
Luchtfilter verstopt,nl
Niets werkte op de haardroger,nl
Heeft nieuwe schakelaar nodig,nl
Lek ijzer,nl
Er komt rook uit!,nl
Cd-speler in deze werkt niet,nl
wifi-verbinding werkt niet,nl
Platform draait niet,nl
Maak de motor en contacten schoon,nl
Soms viel een luidspreker uit,nl
"lichtgevende buizen, branden niet",nl
C038,nl
Ik had het juiste netsnoer nodig,nl
"kleverige toets, stof",nl
Flex en 13a stekker vervangen,nl
Boltrechter kapot,nl
Radio maakt ziekelijke geluiden,nl
Kantelschakelaar is losgekomen,nl
magneet condensator vervangen,nl
Kabel kapot?,nl
"geen koffie, uitloop",nl
"gedemonteerd, motortje is kapot",nl
Niets gevonden doet het gewoon,nl
Stopt niet met warmen,nl
download nodig,nl
De gast zal het observeren,nl
Corrosie batterijcontact,nl
Voedingskabel beschadigd,nl
Problemen met onderdraad,nl
Probleem met opladen,nl
Schakelt niet in,nl
Rondjes draaien,nl
Telefoon erg traag,nl
Breek de reparatie af,nl
Verbrande elektronica,nl
Blijft in stand-by,nl
test de voeding,nl
viel uit,nl
Defecte PCB-schakelaar,nl
heeft water opgezogen,nl
Niet zuigen - schoongemaakt,nl
ventilator zal niet ossilate,nl
Gebruiker krijgt nieuwe voeding,nl
Radio-onderdeel defect,nl
Reinigde contacten/regelaars,nl
gelijmd en schoon gemaakt,nl
Lood moet gesoldeerd worden,nl
Het water loopt,nl
Het inzetstuk is vastgelopen,nl
"Motor doorgemeten, defekt",nl
stuk metaal zit vast in slijper,nl
Spoel overbrugd,nl
Condensator vervangen!,nl
kop zit vast,nl
zekering met los contact,nl
Laadt niet volledig op,nl
Aan/uit-schakelaar werkt prima,nl
De CD-weergavekop is defect,nl
Vastgelopen cassette,nl
Opgeslagen namen ophalen,nl
Vals contact bij de aansluiting,nl
Gebroken beugel,nl
Nieuwe baaterij geplaatst,nl
Temperatuurzekering defect,nl
Bleek van binnen nat te zijn,nl
geen; advies niet te repareren,nl
Antenne vervangen en vergroot,nl
Slechte algemene staat,nl
Naald moest worden ingebracht,nl
door gesoldeerd,nl
bluetooth werkt niet,nl
geen batterij,nl
de stroomdraad is gesmolten,nl
Evtl,nl
naaimachine,nl
meer vermogen,nl
"De kabel zat los, was vastgeklikt",nl
"stekker gerepareerd, gesoldeerd",nl
Oplossing: ontstoppen,nl
contact vast geknepen,nl
Geminiaturiseerde elektronica HS,nl
schakelaar gesoldeerd,nl
Kan eenheid niet uit elkaar halen,nl
Er kan geen fout worden gevonden,nl
Moet worden ontkalkt,nl
Fixeren met behulp van draadeind,nl
Ontkalken zou wel eens mogen,nl
Oplossing: printplaat vervangen,nl
Had een vuil filter,nl
Brom werkt niet,nl
poort oplader stuk,nl
Ga verder met de raadpleging,nl
Roerder houdt niet langer,nl
Motor-IC AN6610 defect,nl
Potentiometer kaputt,nl
Verwarrend bestuurd,nl
Advies,nl
veranderd,nl
helaas niet te repareren,nl
Wiel uit,nl
draad gerepareerd,nl
reparatie draad,nl
Schakelt niet meer in,nl
Gegevensherstel,nl
Opstartprobleem,nl
"Meer druk gegeven, loopt weer!",nl
Verstopt met hondenhaar,nl
Nieuwigheidsklok - Werkt niet -,nl
Riem slipt,nl
inktcartridge leeg of defect,nl
Ontstoppen - ontkalken,nl
is niet te openen,nl
Reparatie niet geprobeerd,nl
Draden gebroken,nl
Hij wil niet aan,nl
Aan gewerkt,nl
Soldeerpoging mislukt,nl
Start niet - accu nodig,nl
Geen nieuwe motor,nl
Gelijmd en opnieuw gemonteerd ;),nl
Kabel met los contact?,nl
"Vervuild, schoongemaakt",nl
Een onrendabele reparatie,nl
Onderweg hebben we de lekkende Ni,nl
Borstel draait niet,nl
thermostaat,nl
Accu gemonteerd,nl
Miste een moer,nl
het apparaat werkt,nl
Aan één kant gebroken,nl
ontbrekende schroeven vervangen,nl
vlotter weer gangbaar gemaakt,nl
Spanning is 12 in plaats van 15,nl
Gat in de verwarmingsbuis,nl
nog steeds andere storing daar,nl
Kan niet worden gedemonteerd,nl
Bedieningsknop opnieuw instellen,nl
Misschien is de chip het probleem,nl
"Testrun ok,",nl
Mobiel - Voedingstekker -,nl
Transporteenheid aangepast,nl
geen stroom,nl
Pomp gevuld met kalk,nl
draadloze huistelefoon,nl
aan-uitschakelaar werkt niet,nl
Koolstofmotor,nl
Hulp bij configuratie,nl
Koop een reserveonderdeel,nl
Handstofzuiger,nl
één sproeier verstopt,nl
produceert geen warme lucht,nl
Losse/kapotte draad in schakelaar,nl
Stekker is gecorrodeerd,nl
Naaimachine vuil,nl
hogedrukreiniger - werkt niet,nl
Pickup afgescheurd,nl
Maar niet vast of veilig,nl
Foutlampje brandt,nl
gebroken draad,nl
Verwarmingsspiraal door,nl
Radio was stroomaansluiting kwijt,nl
Nauwelijks een functie,nl
defecte adapterstekker,nl
Gericht,nl
alles goed,nl
Verkeerde zekering vervangen,nl
schakelaar omgedraaid,nl
Weergave gebarsten,nl
Ok,nl
vals kabelcontact,nl
Kortsluitweerstand naar aarde,nl
Batterij bestellen,nl
Moest worden bijgewerkt,nl
Termo zekering kapot,nl
messen vast in apparaat,nl
batterij vervangen cel,nl
Plakt soms,nl
Losse draad in stofzuiger,nl
Batterijcontacten waren verbogen,nl
Vermoeden van kortsluiting,nl
draad breuk,nl
Drone - Vliegt scheef,nl
Boordbeschadiging,nl
PAT en isolatie getest,nl
Handmixer - Geen kracht -,nl
Laat de kop een beetje weken,nl
Aansluitingen in orde,nl
Elektronica,nl
Kapotte kabel,nl
Was bijn klaar maar viel neer,nl
filter eruit gehaald,nl
Aangeroerd,nl
Batterijen niet vervangbaar,nl
Knop voor setam is losgekomen,nl
Batterij OK,nl
zuiger moet worden gereinigd,nl
Start slechts sporadisch,nl
Koolborstels zaten vast,nl
Display werkt niet meer,nl
Verstopt mondstuk,nl
led-controller gemonteerd,nl
Vlakschuurmachine,nl
Aan schakelaar is losgeraakt,nl
oprolmechanisme stuk,nl
De fout was een defecte printkop,nl
Lamp OK,nl
spatbord gescheurd,nl
controle fout niet gevonden,nl
Systeemfout,nl
laserdiode doorgebrand,nl
"Open gemaakt, motor schoongemaakt",nl
omgevallen functioneert niet meer,nl
Warmtepistool nodig,nl
Stoomknop vervangen,nl
"uk voor £ 11,50, en vele anderen",nl
spoor van een kleine vonk,nl
Versleten schakelaar,nl
eigenaar levert nieuwe27.10,nl
Ventilator werkte niet,nl
kabel stuk,nl
Lader werkt niet,nl
Sensor vervangen,nl
oprolmechanisme - stekker kapot,nl
soldeerverbinding slecht,nl
valt uit,nl
draad breekt,nl
vast gelijmd,nl
Laadt hij niet op?,nl
Batterijen verkeerd geplaatst,nl
Magnetron verkoolde binnenkant,nl
Stroomstoring (sommige lichten),nl
Probleem met de transformator?,nl
Defect armatuur,nl
Probleem met volume regeling,nl
Geblokkeerde printkop,nl
Werkt maar aan één kant,nl
komt niet op volle toeren,nl
nieuwe batterij geplaats,nl
Touchpad werkt niet,nl
Daarna werkte de Dash,nl
Espressomachine,nl
Heeft nieuwe CPU nodig,nl
Heeft een nieuwe batterij nodig,nl
"V DC - 1,8A midden positief",nl
stroomadapter losgekoppeld,nl
uitblaasfilter verstopt,nl
Traag en loopt vast,nl
kon geen foto's ophalen,nl
defect elektronisch circuit,nl
Nieuwe oplaadkabel nodig,nl
Toast niet,nl
genomen,nl
Vervolg op eerdere reparatie,nl
kogels en veren vervangen,nl
Dit was het advies van Albert,nl
Lfz-No,nl
Kabelhaspel loopt niet meer terug,nl
Kon het probleem niet repliceren,nl
niet OK,nl
Koolborstels maken slecht contact,nl
Geen radiogestuurde wekker,nl
Onderdelen opnieuw solderen,nl
De trekker werkt niet,nl
nieuwe kogellager,nl
Snoer moet gerepareerd worden,nl
Probleem met elektrisch contact,nl
Hij probeert opnieuw om de juiste,nl
Oplaad elektronica kapot,nl
Rechtop beweegt niet,nl
"blauw scherm, geen oplader",nl
Gedemonteerd en schoon nu werkend,nl
Vervang de hoogspanningszekering,nl
Krijg kabelschoen,nl
snoer zit klem,nl
In te dienen documenten,nl
Teruggeknipt en gesoldeerd,nl
Lager is niet meer goed,nl
Scherm kapot,nl
HS verwarmingsweerstand,nl
ouderdom,nl
wazig --- snijkanten geslepen,nl
fout omcirkeld,nl
KAN HET APPARAAT NIET RESETTEN,nl
contactje afgebroken: gesoldeerd,nl
Klok - met datum flips,nl
Schakelt zichzelf vaak uit,nl
tuit viel eraf Gesoldeerde tuit,nl
Het reageerde nergens meer op,nl
Adobe Flash geactiveerd,nl
cirdips- In depot- Albert,nl
Aansluiting los -- vast,nl
snijd de kabel door,nl
"Muisoplader - â€œBlewâ€ â€""",nl
Willekeurige onderbrekingen,nl
Uitgejuist,nl
Snoer vastgezet,nl
Vervangende arm nodig,nl
Kan geen beeld zien op video's,nl
niet juicen,nl
Geoptimaliseerde schone PC,nl
Douche FM radio,nl
Verstopte kan,nl
Het scherm werkte niet,nl
uitgangsfilter verstopt,nl
Installeerde Linux Mint,nl
Niet genoeg vermogen,nl
Oorzaak: veer gebroken,nl
kabel gerepareerd,nl
E-check 17 volgens VDE,nl
cmos batterij bijna leeg,nl
Knop is losgekomen,nl
Interne zekering doorgebrand,nl
Contactdoos defect,nl
nieuwe stekker erop gesoldeerd,nl
Verdere probleemoplossing nodig,nl
Schoonmaken en demonteren,nl
Vergrendelt niet meer,nl
klant komt 3 oktober terug,nl
Kabelfout?,nl
Advies: nieuwe oplader kopen,nl
Handen zijn los,nl
Powerbank - laadt niet op,nl
Kabel open aan de basis,nl
lichten aan maar geen geluid,nl
Motoras vastgelopen,nl
windows 10 opnieuw geïnstalleerd,nl
Display om te plakken,nl
Afdrukken zijn vaag,nl
Draden hersteld,nl
e bezoek,nl
Borstel zit vast in de borstelkop,nl
Adv nieuwe zak eerst>,nl
Buis gebroken,nl
Werkt niet zoals verwacht,nl
Bij onderzoek in orde,nl
de beschadigde HDD vervangen,nl
Lamp heeft nieuwe bedrading nodig,nl
weten niet goed wat er kapot is,nl
Wacky contact voedingslijn,nl
Kinderspeelgoed werkt niet,nl
Blender,nl
Geen vervangbare onderdelen,nl
"uitgeprobeerd, werkt gewoon",nl
Lipje zit los,nl
volledig verkalkt,nl
klem werkt niet meer,nl
bon 109. gedaald,nl
CD-problemen,nl
Kan de fout niet lokaliseren,nl
Donatie,nl
Versleten touw vervangen,nl
Getest en begon weer te werken,nl
CD-speler spuugt CD's uit,nl
Spoel valt uit,nl
snoer getaped,nl
Mixer ok,nl
opnametape geplakt,nl
Adviezen voor nieuwe antenne,nl
"Bij een Fujifilm ""Fine",nl
Transportrol gereinigd,nl
Slecht elektrisch contact,nl
Papier zit goed vast,nl
Intermitterend,nl
start niet meer op,nl
Slechte geluidskwaliteit,nl
Wekker opengevezen,nl
Oorzaak: stopcontact doorgebrand,nl
Dode weerstand,nl
keuzeschakelaar defect,nl
Wordt gek aan de voorkant,nl
vuil en verstopt,nl
Terugsturen als het niet werkt,nl
Nieuwe kabel installeren,nl
Bevestig nieuwe lamphouder,nl
Produceerde stoom tijdens de test,nl
Ventilatorlagers vastgelopen,nl
Softwareprobleem met e-mail,nl
schijf vastgelopen in eenheid,nl
Veel speeksel en tandpasta,nl
Kapotte lamphouder,nl
"Zeer traag, Software schoonmaken",nl
verstopt met haar en kapotte riem,nl
verbindingen opgelost,nl
CD werkt niet,nl
Probleem met blender,nl
Losgekomen van standaard,nl
Alleen PAT-tests nodig,nl
Stroomschakelaar vervangen,nl
Maakt geen geluid meer,nl
"triac dood, niet de moeite waard",nl
werkt niet - kabelbreuk,nl
verbrande motor,nl
Tandwielen zijn versleten,nl
Maak het brandstoffilter schoon,nl
Relais defect/relais ontgrendeld,nl
Doet het plotseling niet meer,nl
gereinigd en gesmeerd,nl
Het moederbord is defect,nl
Lekke karcher,nl
Thermostaten vervangen,nl
was verkeerd samengesteld,nl
Advies garantie halen,nl
Li-on-cellen met lage capaciteit,nl
Draden in LED-kop afgebroken,nl
Tijd wordt gereset,nl
Geen audio-uitgang,nl
"gevaarlijk, veroordeeld",nl
Niet opladen,nl
Tablet laadt niet,nl
Schakelaar OK,nl
Oude broodroosters,nl
Test,nl
Percoleert niet,nl
niet repareerbaar,nl
Wieltje Afgebroken,nl
De handen zitten los,nl
Niets doen!,nl
de stoom komt er niet meer uit,nl
Schoonmaken gedaan,nl
handvat niet goed bevestigd,nl
defecte invoer,nl
Reparateur: Contacten gereinigd,nl
def Toaster gereinigd,nl
wisselschakelaar,nl
keert terug in januari,nl
Contacten roetig,nl
Hendel voor CD-station werkt niet,nl
CD-speler slaat over,nl
Cassettespeler werkt niet meer,nl
ontkalkt,nl
Niets anders opgemerkt!,nl
Nieuw taalpakket installeren,nl
Display helemaal kapot bij openen,nl
Diepe ontlading,nl
"De mixer werkte eindelijk weer,",nl
stopt gewoon,nl
Tassimo werkt niet,nl
Verkeerde pad geplaatst,nl
handvat doormidden gebroken,nl
Heeft nieuwe interieurkabel nodig,nl
Moest pluisjes verwijderen,nl
Monteer,nl
Storing met motor,nl
LED defect,nl
gelijmde scheur in spatbord,nl
Riem defect,nl
gebroken kabel gerepareerd,nl
Loopt niet continu,nl
"Scherm kapot, gerepareerd met kit",nl
nieuwe kabel nodig,nl
Heeft veel meer tijd nodig,nl
probleem met kabeltje,nl
Tijdelijke oplossing,nl
Het scherm gaat niet aan,nl
het licht werkt met tussenpozen,nl
Aansluiting,nl
De motor liep erg traag,nl
Koop een nieuwe batterij,nl
Koolborstels en lagers,nl
Rook en verstopping,nl
nieuwe onderdelen nodig,nl
Schakelaar werkt 1 X van de 2,nl
Te oud om onderdelen te vinden,nl
Draadopname defect,nl
diodes kapot,nl
open circuit bij opwarmen,nl
Nog aan de gang,nl
Oorzaak: Thermostaat,nl
CD werkte niet,nl
bereidt geen verwarmingswater,nl
Geen enkele functie,nl
deurveer,nl
Slechts één kant werkt,nl
Schakelt in maar draait niet,nl
kerstverlichting - werkt niet,nl
Nieuwe worden aangeschaft,nl
Diode maakt geen contact,nl
Ni,nl
Batterijcontacten geschuurd,nl
Einde levensduur motor,nl
Oververhitting,nl
Thermische burnout waarschijnlijk,nl
Nieuwe voorversterkerprint nodig,nl
onvoldoende zuigkracht,nl
Netbook - Schermprobleem -,nl
CD-speler buiten werking,nl
"Accu laadt niet op, diep ontladen",nl
Draaitafelmotor oververhit,nl
leest geen CD's meer,nl
Lek gerepareerd,nl
Aansluiting antenne defect,nl
Kortsluiting onder belasting,nl
Nieuwbouw,nl
niet gevonden,nl
extensie prefrique gebruiken,nl
Een update blokkeerde het opladen,nl
De fout bestond niet meer,nl
Het was heel moeilijk te openen,nl
Storing lader,nl
Geen geluid,nl
Geen UDE-test,nl
kabel rolt niet terug,nl
Vrijstaand RJ 45 stopcontact,nl
Kabeltje moet besteld worden,nl
Onderdraad in de war,nl
Het is verstopt met kalk,nl
brandende geur bij gebruik,nl
Transformatorstekker PSU defect,nl
Klok - werkt niet,nl
"Keukenmachine, motor draait niet",nl
Los onderdeel in de behuizing,nl
oscilleert niet meer,nl
Er komt geen water meer door,nl
Gebruiksaanwijzing gevraagd,nl
Meer functionele knoppen,nl
Snooze knop zit vast onderaan,nl
Verwarmt niet goed,nl
kabelbreuk in trommel,nl
De klok blijft niet lopen,nl
Versleten mechanisme,nl
Los contact,nl
Stopcontact onbetrouwbaar,nl
geen ontvangst,nl
Termo zekering doorgebrand,nl
geen afdrukken in kleur,nl
Multi-stopcontact werkt niet meer,nl
Geen lange golven meer,nl
Vacuüm - Gestopt - Dood,nl
Schoongemaakt en speelt nu goed,nl
Daarna werkte het weer,nl
Na het openen ging hij weer aan,nl
De reparatie wordt voortgezet,nl
Schoonmaken+aanpassen,nl
Fout is hersteld,nl
Intermitterende stroom,nl
Geoxideerde contacten reinigen,nl
Afstandsbediening werkt niet,nl
Accu vervangen en motor gereinigd,nl
De potmeter vastgelijmd,nl
bedekte sensor,nl
sluit niet meer af,nl
Te ingewikkeld om te openen,nl
Vals contact bij snelheid 3,nl
Onderdelen besteld!,nl
Leeskop werkt niet betrouwbaar,nl
Tandwiel kapot,nl
Niet-vastgestelde fout,nl
Netsnoer doorgeknaagd door hond,nl
Probleem met weergave,nl
Reparatie van het mechaniek -> ok,nl
Hij startte goed op,nl
elektronisch HS,nl
Het blies alleen koud,nl
draad gerepareerd: gesoldeerd,nl
Te zwakke motor,nl
Afdichtingen poreus,nl
mist de glazen afdekking,nl
Toegepast silicium Griekenland,nl
Doet het niet meer stroomstoring,nl
Onderdeel moet besteld worden,nl
defect,nl
apparaat doet het niet meer,nl
Toneraansluiting werkt niet,nl
Mechanisch slot,nl
"Probleem met de ""aan/uit"" functie",nl
"Zeer tevreden"" met ontvangen hulp",nl
nagemeten; met lader terugkomen,nl
koolborstel defect,nl
Verwisselbaar onderdeel ontbreekt,nl
Valt uit/oververhit,nl
Ledging defect,nl
Onbereikbaar voor reparatie,nl
Watervoorziening defect,nl
PSU leek in orde,nl
kabelbreuk hersteld,nl
Nieuwe Schuko stekker,nl
Eigenaar te doen met staalwol,nl
Inkt in printerkop,nl
"Geen hitte, draaitafel ok",nl
De kabel werd vervangen,nl
Geluid niet,nl
filter schoongemaakt,nl
Lange klus - duurde bijna 3 uur,nl
Digitale locator. Fout,nl
Hoofdschakelaar vloog over,nl
snoer/schakelaar kapot,nl
Filter goed gemonteerd,nl
"doorgeknipt, gesoldeerd",nl
Geen/slechte ontvangst,nl
Er zat een slag in het snoer,nl
Vonken op de collector,nl
lader,nl
Netwerkverbinding niet mogelijk,nl
zuigt niet goed,nl
Opnieuw solderen vereist,nl
Ontkalkt en werkt nu goed,nl
Hendel komt te snel omhoog,nl
schijf vastgelopen,nl
Update Debian,nl
Softwareprobleem,nl
Herleefd met magie,nl
Docket 192,nl
Advies: beter garen kopen,nl
Motor loopt niet Motorschade,nl
Schijf is gevallen,nl
Nieuwe kabel,nl
zwakke ontvangst,nl
Wordt geruild met de verkoper,nl
De USB solderen,nl
Inschakelwiel gebroken,nl
Krijgt warm en valt uit,nl
Geen waarnemingsprobleem,nl
slijpmachine blijft aan,nl
Hete wielen,nl
Geen diagnose vandaag,nl
Gebruikersfout,nl
getest; functioneert goed,nl
Aanraaksensor kapot,nl
Geen reactie,nl
Kabelaansluiting opnieuw gemaakt,nl
Onderdeel en tweede bezoek nodig,nl
